Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
1,3.708299398422241,0.03706904128193855,3.627331018447876,0.04621401056647301
2,3.6227002143859863,0.04104381054639816,3.6162683963775635,0.04550302401185036
3,3.6212284564971924,0.04363605007529259,3.6196463108062744,0.046569500118494034
4,3.616885185241699,0.04303119331598282,3.6153624057769775,0.046569500118494034
5,3.6114208698272705,0.04622828960418701,3.6067235469818115,0.039459653198719025
6,3.597076177597046,0.04614188149571419,3.587451696395874,0.05012442544102669
7,3.5816657543182373,0.05098073184490204,3.5744149684906006,0.04905794933438301
8,3.5695905685424805,0.05365937948226929,3.565134048461914,0.05367934703826904
9,3.5516180992126465,0.058671046048402786,3.6288890838623047,0.0600782111287117
10,3.5379011631011963,0.06307785212993622,3.5748965740203857,0.06114468723535538
11,3.519209384918213,0.06670699268579483,3.6056792736053467,0.07465340197086334
12,3.5120441913604736,0.06610213965177536,3.5956990718841553,0.07927479594945908
13,3.502476215362549,0.07007690519094467,3.569274663925171,0.07607536762952805
14,3.488025426864624,0.06653417646884918,3.517695188522339,0.07891930639743805
15,3.476433277130127,0.0776808112859726,3.5686147212982178,0.07038749009370804
16,3.4678494930267334,0.07508856803178787,3.5128488540649414,0.0796302929520607
17,3.459760904312134,0.08087790757417679,3.6015405654907227,0.07287593930959702
18,3.447190046310425,0.08372937142848969,3.5236761569976807,0.08922858536243439
19,3.441258192062378,0.08087790757417679,3.493081569671631,0.0824742317199707
20,3.435086488723755,0.08286529034376144,3.5815589427948,0.07607536762952805
21,3.421426296234131,0.08761773258447647,3.5796592235565186,0.0796302929520607
22,3.4149186611175537,0.08675365149974823,3.5822196006774902,0.07643085718154907
23,3.4012374877929688,0.08908666670322418,3.497598171234131,0.08887309581041336
24,3.389923095703125,0.09444396942853928,3.4429516792297363,0.09384998679161072
25,3.374955892562866,0.097727470099926,3.47611141204834,0.09811589866876602
26,3.363830089569092,0.10222069174051285,3.5280609130859375,0.09242802113294601
27,3.3579180240631104,0.10040611773729324,3.453087091445923,0.09811589866876602
28,3.3292081356048584,0.10913333296775818,3.509531021118164,0.09456097334623337
29,3.3322291374206543,0.10896051675081253,3.43902325630188,0.10842517763376236
30,3.3072350025177,0.11716927587985992,3.3725051879882812,0.11482403427362442
31,3.2984724044799805,0.11466344445943832,3.449164390563965,0.10984714329242706
32,3.2811131477355957,0.12373628467321396,3.5185208320617676,0.11837895959615707
33,3.2605655193328857,0.12736542522907257,3.4299893379211426,0.11695699393749237
34,3.266021251678467,0.12148968130350113,3.4057531356811523,0.12406683713197708
35,3.2491953372955322,0.1256372630596161,3.455416679382324,0.12548880279064178
36,3.2442405223846436,0.12753823399543762,3.3785862922668457,0.12228937447071075
37,3.2237887382507324,0.13661107420921326,3.639887571334839,0.1215783953666687
38,3.2124545574188232,0.13972176611423492,3.4905755519866943,0.12762176990509033
39,3.199173927307129,0.14153634011745453,3.6938369274139404,0.10949165374040604
40,3.1867306232452393,0.142141193151474,3.5214717388153076,0.10842517763376236
41,3.172060966491699,0.1446470320224762,3.4551522731781006,0.1325986534357071
42,3.168294906616211,0.1464615911245346,3.4072132110595703,0.13722005486488342
43,3.1450350284576416,0.15052276849746704,3.556474208831787,0.12264487147331238
44,3.1489787101745605,0.15631210803985596,3.491356134414673,0.13153217732906342
45,3.131680965423584,0.1608053296804428,3.625322103500366,0.1272662729024887
46,3.1173202991485596,0.15959560871124268,3.433429479598999,0.148240327835083
47,3.100048780441284,0.16633543372154236,3.537311553955078,0.13722005486488342
48,3.098076343536377,0.15959560871124268,3.3485875129699707,0.15250623226165771
49,3.0806148052215576,0.16668106615543365,3.4721686840057373,0.14184145629405975
50,3.069898843765259,0.17126069962978363,3.512735366821289,0.14290793240070343
51,3.0582826137542725,0.17342089116573334,3.320694923400879,0.15286171436309814
52,3.043288469314575,0.17730925977230072,3.5760886669158936,0.13508710265159607
53,3.035311698913574,0.1793830543756485,3.4611783027648926,0.14041948318481445
54,3.0214147567749023,0.1825801432132721,3.5119802951812744,0.14859580993652344
55,3.013850450515747,0.18422190845012665,3.47367262840271,0.15108425915241241
56,2.999448299407959,0.18811026215553284,3.3630189895629883,0.16032706201076508
57,2.9911837577819824,0.1915665864944458,3.4954135417938232,0.14966228604316711
58,2.980405330657959,0.1944180428981781,3.3299572467803955,0.16814789175987244
59,2.9684793949127197,0.19649183750152588,3.347973346710205,0.16032706201076508
60,2.960374593734741,0.1997753381729126,3.4819812774658203,0.15321721136569977
61,2.9609508514404297,0.20141710340976715,3.3887321949005127,0.16992536187171936
62,2.9358232021331787,0.20772488415241241,3.3379220962524414,0.1745467633008957
63,2.9294803142547607,0.2051326483488083,3.3938026428222656,0.16103804111480713
64,2.918701648712158,0.21023070812225342,3.494192123413086,0.15463918447494507
65,2.918156862258911,0.20789769291877747,3.372138261795044,0.1578386127948761
66,2.911715507507324,0.21930356323719025,3.4314489364624023,0.15143975615501404
67,2.89090633392334,0.21368703246116638,3.3038582801818848,0.16672591865062714
68,2.8885934352874756,0.21420548856258392,3.339054584503174,0.16246001422405243
69,2.8793997764587402,0.21714335680007935,3.2932651042938232,0.17952364683151245
70,2.8606719970703125,0.22716668248176575,3.2808120250701904,0.18272307515144348
71,2.8605527877807617,0.22543852031230927,3.5078721046447754,0.16317099332809448
72,2.843987464904785,0.22604338824748993,3.355116128921509,0.16565944254398346
73,2.838548421859741,0.23036378622055054,3.36594557762146,0.16992536187171936
74,2.8302788734436035,0.22837640345096588,3.3405892848968506,0.17810167372226715
75,2.8255181312561035,0.23079583048820496,3.347986936569214,0.17703519761562347
76,2.795257568359375,0.23623952269554138,3.282716989517212,0.1997867077589035
77,2.78446888923645,0.24367061257362366,3.368422508239746,0.1887664496898651
78,2.795041799545288,0.24047352373600006,3.313579559326172,0.17667971551418304
79,2.8008227348327637,0.24496674537658691,3.3797757625579834,0.18130111694335938
80,2.781637191772461,0.23822692036628723,3.259700059890747,0.1955208033323288
81,2.784787893295288,0.23796768486499786,3.242124080657959,0.19196587800979614
82,2.7641212940216064,0.25084248185157776,3.36799693107605,0.18272307515144348
83,2.7473669052124023,0.25222501158714294,3.305851459503174,0.18059012293815613
