0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.23076923076923078,0.038461538461538464,0.038461538461538464,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.038461538461538464,0.01282051282051282,0.0641025641025641,0.0,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.0,0.01282051282051282,0.02564102564102564,0.0,0.01282051282051282,0.038461538461538464,0.038461538461538464,0.01282051282051282,0.038461538461538464,0.0,0.0,0.0,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.0,0.038461538461538464,0.01282051282051282,0.0,0.02564102564102564,0.038461538461538464,0.0,0.038461538461538464
0.02,0.54,0.01,0.02,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.03,0.0,0.05,0.03,0.02,0.02,0.0,0.0,0.02,0.02,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.0
0.0,0.011363636363636364,0.48863636363636365,0.056818181818181816,0.011363636363636364,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.011363636363636364,0.03409090909090909,0.0,0.022727272727272728,0.0,0.0,0.011363636363636364,0.011363636363636364,0.022727272727272728,0.0,0.056818181818181816,0.03409090909090909,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.022727272727272728,0.0,0.0,0.011363636363636364,0.0,0.0,0.06818181818181818,0.022727272727272728,0.045454545454545456
0.0,0.022988505747126436,0.04597701149425287,0.5402298850574713,0.022988505747126436,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.011494252873563218,0.0,0.034482758620689655,0.0,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.034482758620689655,0.04597701149425287,0.0,0.0,0.022988505747126436,0.022988505747126436,0.0,0.0,0.022988505747126436,0.0,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.04597701149425287
0.01639344262295082,0.0,0.03278688524590164,0.09836065573770492,0.5573770491803278,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.03278688524590164,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.08196721311475409,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015625,0.015625,0.28125,0.0,0.046875,0.0,0.0,0.046875,0.015625,0.015625,0.015625,0.0,0.0,0.046875,0.03125,0.0,0.03125,0.0,0.015625,0.03125,0.015625,0.03125,0.0,0.046875,0.0,0.046875,0.03125,0.046875,0.0,0.015625,0.015625,0.03125,0.046875,0.03125,0.0,0.03125
0.02702702702702703,0.0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.32432432432432434,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.0,0.05405405405405406,0.08108108108108109,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406
0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.05,0.0,0.26666666666666666,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.05,0.0,0.016666666666666666,0.1,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.05,0.0,0.016666666666666666,0.05,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.05,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666
0.057692307692307696,0.019230769230769232,0.0,0.019230769230769232,0.0,0.038461538461538464,0.0,0.019230769230769232,0.17307692307692307,0.038461538461538464,0.0,0.0,0.07692307692307693,0.057692307692307696,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.019230769230769232,0.019230769230769232,0.0,0.038461538461538464,0.0,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.0,0.057692307692307696,0.0,0.0,0.038461538461538464,0.057692307692307696,0.057692307692307696,0.038461538461538464
0.033707865168539325,0.02247191011235955,0.011235955056179775,0.033707865168539325,0.02247191011235955,0.011235955056179775,0.0449438202247191,0.0,0.0,0.34831460674157305,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.0,0.02247191011235955,0.033707865168539325,0.0,0.02247191011235955,0.033707865168539325,0.0,0.02247191011235955,0.02247191011235955,0.033707865168539325,0.011235955056179775,0.056179775280898875,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.0,0.0,0.033707865168539325,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.0,0.033707865168539325
